ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred_raw,pred_taupi,health
S00044,0000009_3_57_14,1,0.5619576297907671,0.43804237020923287,0.0010138703099928333,0.0004441181536740304,0.0004441181536740304,0.0
S00047,0000004_21_17_27,1,0.4271155050656157,0.5728844949343843,0.0009971139153146728,0.0005712311017670928,0.0005712311017670928,0.0024454088310256
S00049,0000003_15_41_11,1,0.19603130497725774,0.8039686950227423,0.0010086904632960665,0.0008109555554580239,0.0008109555554580239,0.0
S00051,0000011_21_22_29,1,0.5162266943327213,0.4837733056672787,0.0009910400838402933,0.00047943873740819576,0.00047943873740819576,0.0023918839575332
S00052,0000011_20_50_12,1,0.5036425158845367,0.4963574841154633,0.000989638076774721,0.0004912142659727663,0.0004912142659727663,0.0
S00056,0000011_18_45_11,1,0.3762946531817314,0.6237053468182686,0.0009958446114479078,0.0006211136087602212,0.0006211136087602212,0.0024112401634015
S00057,0000014_24_59_15,1,0.27143281766871397,0.728567182331286,0.001006985099140005,0.0007336562963300242,0.0007336562963300242,0.0
S00058,0000011_18_16_26,1,0.18626836454186904,0.813731635458131,0.00099027558539507,0.0008058185716577883,0.0008058185716577883,0.0
S00059,0000013_13_17_27,1,0.26290389646723217,0.7370961035327679,0.00099934343649385,0.0007366121531306629,0.0007366121531306629,0.00240752581914
S00061,0000015_18_56_14,1,0.22294723547364587,0.7770527645263541,0.0010036364053654886,0.0007798784433685455,0.0007798784433685455,0.0
S00062,0000015_15_42_16,1,0.27788113553251703,0.722118864467483,0.0009861549040530307,0.0007121210595038141,0.0007121210595038141,0.0
S00063,0000015_18_44_28,1,0.2526808225363898,0.7473191774636102,0.0009933413423690981,0.0007423430349198729,0.0007423430349198729,0.0
S00064,0000015_11_27_14,1,0.202833582078545,0.797166417921455,0.0009986060673490013,0.0007960552216232347,0.0007960552216232347,0.0
S00065,0000015_13_43_15,1,0.16901579946074077,0.8309842005392593,0.0010051846758129862,0.0008352925842247688,0.0008352925842247688,0.0
S00068,0000015_14_26_20,1,0.16260367287404248,0.8373963271259575,0.0010061954255353544,0.0008425843537142457,0.0008425843537142457,0.0096413121496052
S00069,0000012_8_41_16,1,0.21187269655599558,0.7881273034440044,0.000994624427603473,0.0007838906680666615,0.0007838906680666615,0.0024141213958187
S00071,0000015_13_30_26,1,0.13456284402419327,0.8654371559758067,0.0010098676708661205,0.0008739770049862874,0.0008739770049862874,0.0
S00072,0000012_10_49_25,1,0.1589812101113071,0.8410187898886929,0.0009993626197931293,0.0008404827411584116,0.0008404827411584116,0.0
S00075,0000012_6_37_16,1,0.1832773941072816,0.8167226058927184,0.0010016559627971685,0.0008180750681436833,0.0008180750681436833,0.0
S00079,0000012_4_27_19,1,0.1736672153059669,0.8263327846940332,0.0010031301954576384,0.0008289193678231801,0.0008289193678231801,0.0
S00080,0000012_10_34_31,1,0.18753949154782296,0.812460508452177,0.0010085897136733362,0.0008194393115906743,0.0008194393115906743,0.0024551575598599
S00081,0000012_5_31_25,1,0.16326778908449396,0.836732210915506,0.0010076648260631863,0.0008431456177736387,0.0008431456177736387,0.0048692551117381
S00084,0000004_21_17_18,1,0.12955903211107886,0.8704409678889211,0.0010031258579124172,0.0008731618426756888,0.0008731618426756888,0.0
S00086,0000004_20_42_12,1,0.2808640622320156,0.7191359377679845,0.000995449888002079,0.0007158637887094102,0.0007158637887094102,0.0
S00087,0000005_13_32_29,1,0.16126550901694445,0.8387344909830555,0.0009950975979870864,0.0008346226773261601,0.0008346226773261601,0.0071833265884257
S00092,0000003_22_33_16,1,0.3721623974389984,0.6278376025610015,0.0009929980243950686,0.0006234414989840108,0.0006234414989840108,0.0
S00096,0000004_19_42_16,1,0.1635930674553786,0.8364069325446214,0.000998060604913255,0.0008347848090491249,0.0008347848090491249,0.0
S00098,0000004_9_61_16,1,0.16930611994999126,0.8306938800500088,0.0010090470639299834,0.0008382092206890672,0.0008382092206890672,0.0
S00099,0000005_7_33_16,1,0.2798035595746092,0.7201964404253909,0.000989633667482892,0.0007127306446463037,0.0007127306446463037,0.002429023161249
S00101,0000005_12_36_19,1,0.26428407605645426,0.7357159239435458,0.0009692269377617905,0.0007130756920263893,0.0007130756920263893,0.0047811447811447
S00103,0000003_18_48_19,1,0.22110169646673766,0.7788983035332624,0.000992511729108388,0.0007730657020393883,0.0007730657020393883,0.0023947190902958
S00106,0000005_18_38_23,1,0.1475609183899188,0.8524390816100812,0.000992924325393749,0.0008464075000469567,0.0008464075000469567,0.0
S00108,0000005_10_54_18,1,0.14010670375261658,0.8598932962473834,0.0010139034801052626,0.0008718488055844076,0.0008718488055844076,0.0
S00109,0000006_11_43_18,1,0.30235703127728686,0.6976429687227131,0.0009941403633207185,0.0006935550343941427,0.0006935550343941427,0.0024466006035276
S00111,0000005_10_55_15,1,0.13546882656747955,0.8645311734325205,0.0010089844615203012,0.0008722985204933258,0.0008722985204933258,0.0
S00113,0000005_11_51_20,1,0.15496734192411782,0.8450326580758822,0.0009968355581575262,0.0008423586013744101,0.0008423586013744101,0.0
S00114,0000004_25_46_27,1,0.508194556962955,0.491805443037045,0.0009964059630012236,0.0004900378760785702,0.0004900378760785702,0.0
S00116,0000006_5_51_22,1,0.1728210440755583,0.8271789559244417,0.0009914763926485684,0.0008201284072947747,0.0008201284072947747,0.0
S00120,0000006_16_30_16,1,0.17579439227306853,0.8242056077269315,0.0010068172469160342,0.000829824420864386,0.000829824420864386,0.0
S00121,0000005_17_50_27,1,0.16138847954542257,0.8386115204545774,0.000994552218013613,0.0008340429477198683,0.0008340429477198683,0.0
S00122,0000006_16_18_16,1,0.2847440433752509,0.7152559566247492,0.0009999959397433331,0.0007152530525019828,0.0007152530525019828,0.0
S00123,0000006_24_29_23,1,0.18794404080813185,0.8120559591918681,0.0009816785323420402,0.0007971779021990808,0.0007971779021990808,0.0120079634300735
S00124,0000005_17_31_19,1,0.22080857380096108,0.7791914261990389,0.0009925822612357922,0.0007734115877521839,0.0007734115877521839,0.0
S00126,0000017_6_56_26,1,0.43895392565484453,0.5610460743451555,0.0009957513484322258,0.0005586623850617954,0.0005586623850617954,0.0145181549966406
S00127,0000017_11_44_20,1,0.198940707022885,0.801059292977115,0.0010044919775934252,0.0008046576333721732,0.0008046576333721732,0.0
S00128,0000017_19_43_26,1,0.21420189745833912,0.7857981025416609,0.0009856112278236813,0.0007744914326676055,0.0007744914326676055,0.0023878847281078
S00129,0000017_24_13_21,1,0.5018008878827527,0.4981991121172473,0.0010157625795863892,0.0005060520152718639,0.0005060520152718639,0.0071621056878935
S00130,0000017_9_33_16,1,0.20013620557628978,0.7998637944237103,0.0009772922746850738,0.000781700707090582,0.000781700707090582,0.0048756321399316
S00131,0000017_3_63_24,1,0.22419800589552263,0.7758019941044774,0.000994039474255723,0.0007711778063461561,0.0007711778063461561,0.0
S00132,0000017_9_37_26,1,0.2971836835897438,0.7028163164102562,0.0009758513510192117,0.0006858442518872942,0.0006858442518872942,0.0
S00133,0000017_9_35_15,1,0.25997923195891615,0.7400207680410839,0.000988620604440622,0.0007315997789993897,0.0007315997789993897,0.0
S00134,0000017_11_39_25,1,0.19217985182852737,0.8078201481714726,0.000986554380222446,0.0007969585056105116,0.0007969585056105116,0.0
S00135,0000018_24_27_14,1,0.192385132091928,0.807614867908072,0.0009989038118562326,0.0008067295700651409,0.0008067295700651409,0.0024002704530087
S00136,0000001_22_29_23,1,0.29981199768615924,0.7001880023138407,0.0009869118631988044,0.0006910238459530013,0.0006910238459530013,0.0024124339857098
S00137,0000001_1_62_25,1,0.24958412673434363,0.7504158732656564,0.0010009334071650095,0.0007511163168184994,0.0007511163168184994,0.0
S00138,0000009_20_36_24,1,0.2909625236969427,0.7090374763030574,0.0009839020415267296,0.0006976234204535383,0.0006976234204535383,0.0024209654634906
S00139,0000018_24_19_25,1,0.21632530606937178,0.7836746939306283,0.0009936643545366958,0.0007787096089113204,0.0007787096089113204,0.0023857183316292
S00142,0000001_17_25_28,1,0.23505717289625264,0.7649428271037474,0.0010008653032699613,0.0007656047346333737,0.0007656047346333737,0.0023883666839667
S00144,0000020_8_25_17,1,0.5280968325718836,0.47190316742811644,0.0009774542598985443,0.0004612637612622284,0.0004612637612622284,0.0
S00145,0000001_17_60_25,1,0.2697748605851878,0.7302251394148123,0.0009926248055212525,0.0007248395869983575,0.0007248395869983575,0.0048074365336157
S00146,0000001_1_48_16,1,0.23684471313695743,0.7631552868630426,0.0010045538521521594,0.0007666305832085557,0.0007666305832085557,0.0
S00148,0000001_17_21_22,1,0.25319464023331517,0.7468053597666848,0.0010027157085246334,0.0007488334654484452,0.0007488334654484452,0.0023848940713548
S00149,0000001_17_45_19,1,0.24785514903502168,0.7521448509649783,0.0009937970273025784,0.0007474793169899364,0.0007474793169899364,0.0
S00150,0000020_10_45_21,1,0.6259448384364463,0.3740551615635537,0.0009966411857836618,0.00037279877976919933,0.00037279877976919933,0.0024284534611569
S00151,0000001_9_37_22,1,0.49273798066811947,0.5072620193318805,0.0009969326323007405,0.0005057060601987208,0.0005057060601987208,0.0
S00152,0000017_25_45_27,1,0.7668793803810057,0.23312061961899433,0.0009901792057649156,0.00023083118998176082,0.00023083118998176082,0.0
S00153,0000001_7_47_24,1,0.6505615990253069,0.34943840097469314,0.0009942608086618379,0.00034743290713059796,0.00034743290713059796,0.0
S00154,0000001_15_48_24,1,0.45941891151711073,0.5405810884828892,0.0009969285897000867,0.0005389207421597845,0.0005389207421597845,0.0024048348309115
S00155,0000001_10_39_13,1,0.6292134360078703,0.3707865639921297,0.0009948299383819852,0.00036886957460915845,0.00036886957460915845,0.0
S00156,0000001_11_25_17,1,0.5662035339887003,0.43379646601129973,0.0010047554518026682,0.00043585936419758423,0.00043585936419758423,0.0
S00157,0000009_7_29_17,1,0.4665744919412643,0.5334255080587357,0.0009927507883717658,0.0005295585936629196,0.0005295585936629196,0.0023905723905723
S00158,0000001_11_39_30,1,0.5403912727696591,0.45960872723034085,0.000992271805595006,0.0004560567816360729,0.0004560567816360729,0.0
S00162,0000001_23_16_22,1,0.27086964762909377,0.7291303523709063,0.0009911046312392907,0.0007226444690119412,0.0007226444690119412,0.0
S00164,0000017_19_41_12,1,0.2657901285612261,0.7342098714387739,0.0010040815114447333,0.0007372065574318874,0.0007372065574318874,0.0
S00165,0000001_23_55_25,1,0.3128808716429603,0.6871191283570397,0.0009992700332580632,0.0006866175542455904,0.0006866175542455904,0.0
S00166,0000001_23_33_21,1,0.21372216755674395,0.786277832443256,0.0009976069901033852,0.0007843962618087304,0.0007843962618087304,0.0
S00168,0000007_10_25_22,1,0.12978614105718456,0.8702138589428154,0.0009893195094728218,0.0008609195480657575,0.0008609195480657575,0.0044468304030778
S00169,0000007_5_44_15,1,0.11260580160695774,0.8873941983930422,0.001001482721664374,0.0008887099569958395,0.0008887099569958395,0.002185201306724
S00170,0000007_5_32_12,1,0.13797582215223717,0.8620241778477629,0.001005524036104525,0.0008667860305291674,0.0008667860305291674,0.0
S00171,0000007_10_37_22,1,0.15694758780034124,0.8430524121996588,0.0009964777883163477,0.0008400830031434779,0.0008400830031434779,0.002232734493277
S00174,0000007_20_40_22,1,0.18943825739008732,0.8105617426099126,0.0009893283346510313,0.0008019116989481027,0.0008019116989481027,0.0
S00175,0000007_21_46_13,1,0.16589369392660655,0.8341063060733934,0.0009926798271640903,0.000828000503749414,0.000828000503749414,0.0
S00177,0000021_19_40_29,1,0.12731553831044726,0.8726844616895527,0.0010029846439352508,0.000875289114075522,0.000875289114075522,0.0043713251623854
S00178,0000021_19_46_28,1,0.14439837471648204,0.8556016252835179,0.0009898288380941528,0.0008468991626258532,0.0008468991626258532,0.0
S00180,0000021_22_54_28,1,0.2986743901407338,0.7013256098592662,0.0009969948214790044,0.0006992180012002929,0.0006992180012002929,0.0
S00181,0000021_22_33_20,1,0.30622981018769513,0.6937701898123049,0.0010057137571295922,0.0006977342241806434,0.0006977342241806434,0.0
S00183,0000021_22_55_14,1,0.27247227715667294,0.727527722843327,0.0009867649252965243,0.000717898839082646,0.000717898839082646,0.0
S00185,0000021_24_54_16,1,0.14708834616922015,0.8529116538307798,0.00099281213139681,0.0008467810369329146,0.0008467810369329146,0.0
S00186,0000021_25_55_25,1,0.2511059006027998,0.7488940993972002,0.001004104302161041,0.000751967787067747,0.000751967787067747,0.0
S00187,0000021_11_35_14,1,0.44282097138481163,0.5571790286151883,0.0010113117815952442,0.0005634817160963336,0.0005634817160963336,0.0023849627379564
S00188,0000021_24_34_12,1,0.21438677217515864,0.7856132278248413,0.000998234626730338,0.0007842263272321464,0.0007842263272321464,0.0
S00189,0000021_11_40_25,1,0.44787842855921567,0.5521215714407843,0.0009971355662040183,0.0005505400557520588,0.0005505400557520588,0.0
S00191,0000021_9_31_21,1,0.4030718654812416,0.5969281345187585,0.0010191901822096119,0.0006083832941862172,0.0006083832941862172,0.0
S00192,0000021_8_42_14,1,0.40694551714997934,0.5930544828500206,0.0009956511143750567,0.0005904753567347459,0.0005904753567347459,0.0
S00193,0000021_9_17_24,1,0.358161174086631,0.6418388259133689,0.000999983708635122,0.0006418283694828631,0.0006418283694828631,0.0
S00194,0000021_8_47_20,1,0.6027032441152367,0.3972967558847633,0.0009895785773514393,0.0003931563584747862,0.0003931563584747862,0.0023942345675443
S00199,0000008_6_28_27,1,0.3251125044304736,0.6748874955695263,0.0009899411762151727,0.000668098921177009,0.000668098921177009,0.0
S00201,0000008_6_35_28,1,0.2883664910419879,0.7116335089580121,0.0009915952686891196,0.0007056524205234011,0.0007056524205234011,0.0
S00202,0000008_6_40_24,1,0.1887348504845236,0.8112651495154763,0.0010044905601697372,0.0008149081844829864,0.0008149081844829864,0.0
S00205,0000008_24_19_24,1,0.19103172986048902,0.808968270139511,0.00099590861399188,0.0008056584686780491,0.0008056584686780491,0.0024191978193146
S00206,0000016_3_14_20,1,0.22810459487450668,0.7718954051254934,0.0009888062739118362,0.0007632550193918064,0.0007632550193918064,0.0
S00207,0000016_3_47_21,1,0.17676204240517382,0.8232379575948262,0.0009947672023532428,0.0008189301199476028,0.0008189301199476028,0.0024246859373094
S00208,0000008_12_60_17,1,0.2046183591646357,0.7953816408353643,0.0009976581864790585,0.0007935190053545474,0.0007935190053545474,0.0
S00210,0000008_12_51_18,1,0.19910619884082212,0.8008938011591779,0.0009744183181947762,0.0007804055907781476,0.0007804055907781476,0.0
S00211,0000016_15_26_16,1,0.15166318073166057,0.8483368192683394,0.0009997203084245684,0.0008480995466068616,0.0008480995466068616,0.0024002356770644
S00214,0000002_16_54_27,1,0.3693925273098563,0.6306074726901437,0.000990356664735934,0.0006245263134109673,0.0006245263134109673,0.0
S00216,0000002_14_39_30,1,0.4393482669399938,0.5606517330600063,0.0009919347668057431,0.000556129946092113,0.000556129946092113,0.0
S00217,0000002_22_35_18,1,0.41164785498103074,0.5883521450189693,0.0009899215759003421,0.0005824224825815246,0.0005824224825815246,0.0
S00218,0000004_22_56_15,1,0.1786036939175463,0.8213963060824537,0.0009986909086258581,0.0008203210232634092,0.0008203210232634092,0.0
S00220,0000004_10_33_26,1,0.16175430318979322,0.8382456968102068,0.0010045095670862144,0.0008420258220147029,0.0008420258220147029,0.0048111362800333
S00221,0000006_23_50_17,1,0.16804733309028255,0.8319526669097175,0.0009787366813467588,0.0008142625922488023,0.0008142625922488023,0.0024405814181889
S00223,0000004_4_32_29,1,0.17694926848956358,0.8230507315104364,0.0010032998882042938,0.000825766706910883,0.000825766706910883,0.0
S00226,0000004_4_37_16,1,0.1259399813618534,0.8740600186381466,0.000989035157354536,0.000864476088071088,0.000864476088071088,0.0
S00227,0000009_6_47_25,1,0.5826525666489171,0.41734743335108293,0.000996042461367365,0.00041569576476036495,0.00041569576476036495,0.0
S00229,0000003_10_41_20,1,0.2654137401962623,0.7345862598037377,0.0009798339160332714,0.0007197725316077304,0.0007197725316077304,0.0
S00233,0000011_23_16_18,1,0.451388557568978,0.548611442431022,0.0010009668486209453,0.0005491418666475713,0.0005491418666475713,0.0
S00237,0000011_19_38_25,1,0.41587657469372064,0.5841234253062794,0.0009923691292207885,0.0005796660549286567,0.0005796660549286567,0.0
S00238,0000016_25_37_23,1,0.7232129429737041,0.2767870570262959,0.0009916771006335018,0.00027448338620471687,0.00027448338620471687,0.0
S00245,0000009_7_47_29,1,0.63567466368787,0.36432533631213004,0.0009822447767799504,0.00035785665864118856,0.00035785665864118856,0.0
S00247,0000008_22_40_17,1,0.2161091344276867,0.7838908655723134,0.00099699205497514,0.0007815329649431819,0.0007815329649431819,0.0
S00248,0000009_2_61_20,1,0.36002383094838497,0.639976169051615,0.0010089546914836976,0.0006457069582023909,0.0006457069582023909,0.0048394556829523
S00249,0000009_2_17_26,1,0.2927729325160882,0.7072270674839118,0.001000528278281934,0.0007076006801840595,0.0007076006801840595,0.0072902762090563
S00252,0000001_16_16_19,1,0.5247428332403853,0.4752571667596147,0.0010254022437995367,0.0004873297651771195,0.0004873297651771195,0.0
S00253,0000008_14_19_17,1,0.3445450371043224,0.6554549628956776,0.0009924679405993691,0.000650518037180709,0.000650518037180709,0.0
S00257,0000019_14_46_22,1,0.40013006519469374,0.5998699348053063,0.000994513797792145,0.0005965789270445516,0.0005965789270445516,0.0122792453576052
S00258,0000022_7_29_26,1,0.4163242597246807,0.5836757402753193,0.001007081992740261,0.0005878093276306156,0.0005878093276306156,0.004889013491513
S00259,0000022_6_51_28,1,0.26745662630878814,0.7325433736912119,0.0009758432879016076,0.0007148475343133682,0.0007148475343133682,0.0
S00260,0000022_7_18_22,1,0.32246831669482406,0.6775316833051759,0.0010078845407004175,0.000682873709438018,0.000682873709438018,0.0
S00261,0000022_6_22_20,1,0.23905796698310808,0.7609420330168919,0.0009782877294714726,0.0007444202537395015,0.0007444202537395015,0.0
S00262,0000022_7_37_31,1,0.24443783349637405,0.755562166503626,0.0009953098270007199,0.0007520184492310131,0.0007520184492310131,0.0
S00264,0000022_6_30_20,1,0.2568592999295621,0.743140700070438,0.0010030180684473288,0.0007453835495692464,0.0007453835495692464,0.0
S00265,0000022_5_40_28,1,0.2770590619985097,0.7229409380014903,0.0009912534930081624,0.0007166177300325747,0.0007166177300325747,0.0021986286219862
S00267,0000022_3_51_13,1,0.20372683529459135,0.7962731647054087,0.0009944995412759774,0.0007918932970298997,0.0007918932970298997,0.0022214176846302
S00268,0000022_7_32_31,1,0.27318417229055003,0.72681582770945,0.0010142354893155903,0.0007371624066592098,0.0007371624066592098,0.0
S00269,0000022_7_34_16,1,0.25475740297489674,0.7452425970251033,0.00098603150494685,0.0007348326794951616,0.0007348326794951616,0.0
S00270,0000022_7_23_24,1,0.24646091548087626,0.7535390845191238,0.000988398107706507,0.0007447966052215956,0.0007447966052215956,0.0021931566452205
S00271,0000022_1_58_22,1,0.2605957766575242,0.7394042233424758,0.0009972890530508733,0.0007373997377190341,0.0007373997377190341,0.0
S00273,0000022_5_27_13,1,0.29373379325853416,0.7062662067414658,0.0010004624258095655,0.0007065928024638869,0.0007065928024638869,0.0023947190902958
S00275,0000022_1_37_16,1,0.2638111441607876,0.7361888558392125,0.0009931419737806719,0.00073114005336349,0.00073114005336349,0.0
S00277,0000003_10_28_21,1,0.13118687747123142,0.8688131225287685,0.0009952554418812389,0.0008646909881745885,0.0008646909881745885,0.0
S00278,0000003_10_58_21,1,0.11981959895467734,0.8801804010453227,0.0010160655871392736,0.0008943210159765971,0.0008943210159765971,0.0024270303793883
S00283,0000012_21_38_24,1,0.37355337278420064,0.6264466272157994,0.0009966289929970557,0.0006243348712484841,0.0006243348712484841,0.0
S00284,0000012_15_62_18,1,0.46408398418747776,0.5359160158125222,0.0009847332081626015,0.0005277342975567845,0.0005277342975567845,0.0
S00289,0000023_4_30_31,1,0.20842777447978297,0.791572225520217,0.0009750939344585553,0.0007718572757906232,0.0007718572757906232,0.0
S00290,0000023_12_31_31,1,0.16117132067739873,0.8388286793226013,0.001008869167299845,0.0008462683912154214,0.0008462683912154214,0.0024540301396377
S00294,0000013_13_46_19,1,0.21145007425858595,0.788549925741414,0.0009995612141814473,0.0007882039212167779,0.0007882039212167779,0.0
S00296,0000012_10_16_24,1,0.15108797521365042,0.8489120247863495,0.0009989364997526923,0.0008480092066380468,0.0008480092066380468,0.0
S00297,0000024_4_14_24,1,0.13304415021828211,0.8669558497817179,0.0010157609428983333,0.0008806198914255036,0.0008806198914255036,0.0048750582407611
S00302,0000008_14_50_23,1,0.24928420112391492,0.7507157988760851,0.0009848080304106352,0.0007393109472893038,0.0007393109472893038,0.0
S00303,0000001_13_52_15,1,0.4531844525589924,0.5468155474410076,0.0009986934300800874,0.0005461010946949806,0.0005461010946949806,0.0044147169073886
S00308,0000008_9_24_19,1,0.3915558004636176,0.6084441995363824,0.0010231753535593201,0.0006225451089817555,0.0006225451089817555,0.0
S00309,0000009_1_25_17,1,0.4267707205860767,0.5732292794139233,0.0009956964955240397,0.000570762384644214,0.000570762384644214,0.0021791077496437
S00310,0000009_1_21_19,1,0.43742366623505274,0.5625763337649472,0.0009944817679971058,0.0005594719070358946,0.0005594719070358946,0.0156605896916497
S00311,0000009_3_34_21,1,0.5404315959574105,0.4595684040425895,0.0009895375676845029,0.00045476020072095284,0.00045476020072095284,0.0
S00312,0000009_3_33_22,1,0.42658326054236567,0.5734167394576344,0.0009971607923337116,0.0005717886902549882,0.0005717886902549882,0.0022374990433228
S00313,0000009_14_30_14,1,0.5987196401687138,0.4012803598312862,0.0009864935463456662,0.00039586048524883053,0.00039586048524883053,0.0
S00314,0000009_24_57_25,1,0.49284317898733065,0.5071568210126693,0.0010005793801446548,0.0005074506576049903,0.0005074506576049903,0.0021928953719759
S00315,0000008_22_48_15,1,0.3074418130979679,0.6925581869020321,0.0009977021323658631,0.0006909667798595934,0.0006909667798595934,0.0021781336418657
S00316,0000009_24_24_28,1,0.5913265345704833,0.40867346542951666,0.0009963268982919366,0.0004071723662256073,0.0004071723662256073,0.0
S00318,0000009_14_23_19,1,0.49701134172528866,0.5029886582747114,0.0009871237406379298,0.0004965120458545865,0.0004965120458545865,0.0022137295775651
S00319,0000009_24_43_31,1,0.41568211377806974,0.5843178862219303,0.0009956359273720482,0.0005817678805286465,0.0005817678805286465,0.0021892730027839
S00321,0000025_16_24_21,1,0.8487568217660676,0.1512431782339324,0.0009879653778612201,0.0001494230237328189,0.0001494230237328189,0.0
S00323,0000023_16_27_22,1,0.5106523746457744,0.4893476253542256,0.0009901312527398076,0.0004845183773172294,0.0004845183773172294,0.0
S00324,0000023_18_39_23,1,0.2074429342780986,0.7925570657219014,0.0010040182160285546,0.0007957417312269294,0.0007957417312269294,0.002440437609255
S00325,0000023_18_17_18,1,0.22230436678681245,0.7776956332131876,0.0009963481899938867,0.000774855636518109,0.000774855636518109,0.0
S00326,0000023_10_62_21,1,0.35229962620318206,0.6477003737968179,0.0010039174580105154,0.0006502377128145621,0.0006502377128145621,0.0
S00327,0000023_15_55_16,1,0.32521508662325116,0.6747849133767488,0.0009779501609558992,0.0006599060146474041,0.0006599060146474041,0.0044787484736659
S00328,0000023_10_48_17,1,0.22595431149502826,0.7740456885049718,0.0010044990504387084,0.0007775281590994205,0.0007775281590994205,0.0
S00329,0000023_10_37_27,1,0.37332307935824943,0.6266769206417506,0.000992520913736177,0.000621989949892724,0.000621989949892724,0.0021770745724698
S00331,0000023_11_50_17,1,0.2060208405232403,0.7939791594767597,0.000984349500720807,0.0007815529892136744,0.0007815529892136744,0.0
S00332,0000023_14_40_12,1,0.2412916281203382,0.7587083718796618,0.0010056522558838685,0.0007629967857387588,0.0007629967857387588,0.0
