date,syn_lot_id,src_run_id,src_wafer_no,pred_yield
2026-03-07,1007,27,11,100.0
2026-03-07,1007,27,11,100.0
2026-03-07,1007,27,8,91.1765
2026-03-07,1007,27,14,91.9355
2026-03-07,1007,27,3,100.0
2026-03-07,1007,27,8,91.1765
2026-03-07,1007,27,11,100.0
2026-03-07,1007,27,1,100.0
2026-03-07,1007,27,1,100.0
2026-03-07,1007,27,1,100.0
2026-03-07,1007,27,1,100.0
2026-03-07,1008,61,5,25.0
2026-03-07,1008,61,9,24.0
2026-03-07,1008,61,23,42.8571
2026-03-07,1008,61,2,38.0952
2026-03-07,1008,61,19,53.3333
2026-03-07,1008,61,15,36.0
2026-03-07,1008,61,9,24.0
2026-03-07,1008,61,16,41.6667
2026-03-07,1009,13,15,100.0
2026-03-07,1009,13,17,85.7143
2026-03-07,1009,13,18,77.7778
2026-03-07,1009,13,11,65.7534
2026-03-07,1009,13,18,77.7778
2026-03-07,1009,13,11,65.7534
2026-03-07,1009,13,10,61.5385
2026-03-07,1009,13,15,100.0
2026-03-07,1009,13,11,65.7534
2026-03-07,1010,67,9,100.0
2026-03-07,1010,67,12,100.0
2026-03-07,1010,67,9,100.0
2026-03-07,1010,67,13,75.0
2026-03-07,1010,67,5,100.0
2026-03-07,1010,67,11,100.0
2026-03-07,1010,67,21,100.0
2026-03-07,1010,67,16,80.0
2026-03-08,1001,12,20,65.9574
2026-03-08,1001,12,25,81.4815
2026-03-08,1001,12,14,73.7705
2026-03-08,1001,12,10,48.0
2026-03-08,1001,12,12,30.9091
2026-03-08,1001,12,23,96.4286
2026-03-08,1001,12,17,76.4706
2026-03-08,1001,12,22,95.082
2026-03-08,1002,30,10,100.0
2026-03-08,1002,30,17,88.0
2026-03-08,1002,30,21,100.0
2026-03-08,1002,30,8,89.4737
2026-03-08,1002,30,1,64.2857
2026-03-08,1002,30,20,95.8333
2026-03-08,1002,30,1,64.2857
2026-03-08,1002,30,20,95.8333
2026-03-08,1002,30,23,100.0
2026-03-08,1002,30,23,100.0
2026-03-08,1003,46,19,87.5
2026-03-08,1003,46,9,85.7143
2026-03-08,1003,46,3,78.5714
2026-03-08,1003,46,9,85.7143
2026-03-08,1003,46,11,93.3333
2026-03-08,1003,46,25,100.0
2026-03-08,1004,10,7,100.0
2026-03-08,1004,10,21,98.6486
2026-03-08,1004,10,17,97.8723
2026-03-08,1004,10,7,100.0
2026-03-08,1004,10,17,97.8723
2026-03-08,1004,10,5,78.3333
2026-03-08,1004,10,6,100.0
2026-03-08,1005,16,13,63.8889
2026-03-08,1005,16,4,100.0
2026-03-08,1005,16,10,100.0
2026-03-08,1005,16,11,67.7419
2026-03-08,1005,16,19,75.7143
2026-03-08,1005,16,4,100.0
2026-03-08,1005,16,15,89.3939
2026-03-08,1005,16,6,100.0
2026-03-08,1006,8,1,46.0
2026-03-08,1006,8,19,28.8462
2026-03-08,1006,8,11,10.7143
2026-03-08,1007,27,9,97.2603
2026-03-08,1007,27,14,91.9355
2026-03-08,1007,27,17,95.2381
2026-03-08,1007,27,9,97.2603
2026-03-08,1007,27,17,95.2381
2026-03-08,1007,27,14,91.9355
2026-03-08,1008,61,16,41.6667
2026-03-08,1008,61,8,70.0
2026-03-08,1008,61,25,50.0
2026-03-08,1008,61,7,65.0
2026-03-08,1008,61,25,50.0
2026-03-08,1008,61,5,25.0
2026-03-08,1008,61,16,41.6667
2026-03-08,1008,61,15,36.0
2026-03-08,1008,61,16,41.6667
2026-03-08,1008,61,19,53.3333
2026-03-08,1009,13,20,95.5224
2026-03-08,1009,13,8,72.3077
2026-03-08,1009,13,8,72.3077
2026-03-08,1009,13,17,85.7143
2026-03-08,1009,13,21,94.0299
2026-03-08,1009,13,15,100.0
2026-03-08,1010,67,24,100.0
2026-03-08,1010,67,19,100.0
2026-03-08,1010,67,21,100.0
2026-03-08,1010,67,21,100.0
2026-03-08,1010,67,4,100.0
2026-03-08,1010,67,18,75.0
2026-03-08,1010,67,6,100.0
2026-03-08,1010,67,18,75.0
2026-03-08,1010,67,17,100.0
2026-03-08,1010,67,5,100.0
2026-03-08,1011,84,2,100.0
2026-03-08,1011,84,4,100.0
2026-03-08,1011,84,22,100.0
2026-03-08,1011,84,21,86.9565
2026-03-08,1011,84,21,86.9565
2026-03-08,1011,84,2,100.0
2026-03-08,1011,84,6,100.0
2026-03-08,1011,84,10,100.0
2026-03-08,1011,84,23,95.6522
2026-03-08,1011,84,21,86.9565
2026-03-08,1011,84,15,100.0
2026-03-08,1012,10,24,97.2603
2026-03-08,1012,10,2,69.2308
2026-03-08,1012,10,4,69.0141
2026-03-08,1012,10,23,100.0
2026-03-08,1012,10,14,98.0392
2026-03-08,1012,10,3,96.7742
2026-03-08,1012,10,16,87.1429
2026-03-08,1012,10,19,100.0
2026-03-08,1013,75,24,50.0
2026-03-08,1013,75,25,90.9091
2026-03-08,1013,75,19,60.8696
2026-03-08,1013,75,25,90.9091
2026-03-08,1013,75,19,60.8696
2026-03-08,1013,75,24,50.0
2026-03-08,1013,75,22,53.3333
2026-03-08,1013,75,24,50.0
2026-03-08,1013,75,24,50.0
2026-03-08,1013,75,25,90.9091
2026-03-08,1014,76,14,100.0
2026-03-08,1014,76,5,100.0
2026-03-08,1014,76,9,100.0
2026-03-08,1014,76,14,100.0
2026-03-08,1014,76,5,100.0
2026-03-08,1015,6,12,47.5
2026-03-08,1015,6,12,47.5
2026-03-08,1015,6,6,35.2941
2026-03-08,1015,6,7,61.0169
2026-03-08,1015,6,10,40.8451
2026-03-08,1015,6,21,52.1127
2026-03-08,1016,28,6,98.5294
2026-03-08,1016,28,15,97.1014
2026-03-08,1016,28,20,98.2456
2026-03-08,1016,28,15,97.1014
2026-03-08,1016,28,16,100.0
2026-03-08,1016,28,20,98.2456
2026-03-08,1016,28,5,100.0
2026-03-08,1017,54,25,100.0
2026-03-08,1017,54,1,100.0
2026-03-08,1017,54,8,100.0
2026-03-08,1017,54,25,100.0
2026-03-08,1017,54,8,100.0
2026-03-08,1017,54,25,100.0
2026-03-08,1018,8,23,15.6863
2026-03-08,1018,8,20,5.4545
2026-03-08,1018,8,20,5.4545
2026-03-08,1018,8,11,10.7143
2026-03-08,1018,8,9,14.7059
2026-03-08,1018,8,1,46.0
2026-03-08,1018,8,17,19.2982
2026-03-08,1018,8,23,15.6863
2026-03-08,1019,61,4,17.3913
2026-03-08,1019,61,22,84.2105
2026-03-08,1019,61,19,53.3333
2026-03-08,1019,61,16,41.6667
2026-03-08,1019,61,16,41.6667
2026-03-08,1019,61,25,50.0
2026-03-08,1019,61,15,36.0
2026-03-08,1020,79,15,100.0
2026-03-08,1020,79,16,100.0
2026-03-08,1020,79,16,100.0
2026-03-08,1020,79,13,100.0
2026-03-08,1020,79,19,100.0
2026-03-08,1020,79,14,100.0
2026-03-09,1001,12,23,96.4286
2026-03-09,1001,12,10,48.0
2026-03-09,1001,12,18,51.3158
2026-03-09,1001,12,17,76.4706
2026-03-09,1001,12,12,30.9091
2026-03-09,1001,12,21,86.8852
2026-03-09,1002,30,4,70.5882
2026-03-09,1002,30,13,96.0
2026-03-09,1002,30,15,88.8889
2026-03-09,1002,30,15,88.8889
2026-03-09,1002,30,8,89.4737
2026-03-09,1002,30,20,95.8333
2026-03-09,1003,46,19,87.5
2026-03-09,1003,46,9,85.7143
2026-03-09,1003,46,3,78.5714
2026-03-09,1003,46,25,100.0
2026-03-09,1003,46,16,88.2353
2026-03-09,1003,46,9,85.7143
2026-03-09,1003,46,25,100.0
2026-03-09,1003,46,24,100.0
2026-03-09,1004,10,3,96.7742
2026-03-09,1004,10,20,98.3333
2026-03-09,1004,10,4,69.0141
2026-03-09,1004,10,13,63.6364
2026-03-09,1004,10,1,92.6471
2026-03-09,1004,10,14,98.0392
2026-03-09,1004,10,9,92.2078
2026-03-09,1004,10,19,100.0
2026-03-09,1004,10,18,61.1111
2026-03-09,1005,16,8,100.0
2026-03-09,1005,16,10,100.0
2026-03-09,1005,16,10,100.0
2026-03-09,1005,16,8,100.0
2026-03-09,1005,16,19,75.7143
2026-03-09,1005,16,4,100.0
2026-03-09,1005,16,4,100.0
2026-03-09,1005,16,6,100.0
2026-03-09,1005,16,18,72.0588
2026-03-09,1006,8,6,19.6429
2026-03-09,1006,8,4,21.3333
2026-03-09,1006,8,11,10.7143
2026-03-09,1006,8,4,21.3333
2026-03-09,1006,8,25,29.5082
2026-03-09,1006,8,13,18.0556
2026-03-09,1006,8,5,9.2308
2026-03-09,1006,8,6,19.6429
2026-03-09,1006,8,11,10.7143
2026-03-09,1006,8,19,28.8462
2026-03-09,1007,27,14,91.9355
2026-03-09,1007,27,17,95.2381
2026-03-09,1007,27,11,100.0
2026-03-09,1007,27,3,100.0
2026-03-09,1007,27,17,95.2381
2026-03-09,1007,27,9,97.2603
2026-03-09,1007,27,1,100.0
2026-03-09,1007,27,3,100.0
2026-03-09,1008,61,11,19.2308
2026-03-09,1008,61,19,53.3333
2026-03-09,1008,61,14,20.8333
2026-03-09,1008,61,2,38.0952
2026-03-09,1008,61,3,19.2308
2026-03-09,1008,61,3,19.2308
2026-03-09,1008,61,2,38.0952
2026-03-09,1009,13,2,41.1765
2026-03-09,1009,13,10,61.5385
2026-03-09,1009,13,20,95.5224
2026-03-09,1009,13,15,100.0
2026-03-09,1009,13,21,94.0299
2026-03-09,1009,13,11,65.7534
2026-03-09,1009,13,11,65.7534
2026-03-09,1009,13,16,86.0
2026-03-09,1009,13,5,64.2857
2026-03-09,1009,13,15,100.0
2026-03-09,1010,67,11,100.0
2026-03-09,1010,67,12,100.0
2026-03-09,1010,67,22,90.9091
2026-03-09,1010,67,24,100.0
2026-03-09,1010,67,22,90.9091
2026-03-09,1010,67,7,100.0
2026-03-09,1010,67,7,100.0
2026-03-09,1011,84,22,100.0
2026-03-09,1011,84,3,100.0
2026-03-09,1011,84,20,100.0
2026-03-09,1011,84,12,100.0
2026-03-09,1011,84,15,100.0
2026-03-09,1011,84,16,100.0
2026-03-09,1012,10,7,100.0
2026-03-09,1012,10,14,98.0392
2026-03-09,1012,10,10,96.6667
2026-03-09,1012,10,4,69.0141
2026-03-09,1012,10,6,100.0
2026-03-09,1012,10,21,98.6486
2026-03-09,1012,10,1,92.6471
2026-03-09,1013,75,25,90.9091
2026-03-09,1013,75,19,60.8696
2026-03-09,1013,75,25,90.9091
2026-03-09,1013,75,22,53.3333
2026-03-09,1013,75,22,53.3333
2026-03-09,1013,75,24,50.0
2026-03-09,1014,76,5,100.0
2026-03-09,1014,76,14,100.0
2026-03-09,1014,76,5,100.0
2026-03-09,1014,76,14,100.0
2026-03-09,1014,76,14,100.0
2026-03-09,1014,76,9,100.0
2026-03-09,1014,76,9,100.0
2026-03-09,1014,76,5,100.0
2026-03-09,1014,76,11,100.0
2026-03-09,1015,6,13,31.25
2026-03-09,1015,6,22,97.1014
2026-03-09,1015,6,6,35.2941
2026-03-09,1015,6,19,66.6667
2026-03-09,1015,6,21,52.1127
2026-03-09,1015,6,13,31.25
2026-03-09,1015,6,13,31.25
2026-03-09,1015,6,21,52.1127
2026-03-09,1015,6,18,5.9701
2026-03-09,1015,6,22,97.1014
2026-03-09,1015,6,18,5.9701
2026-03-09,1016,28,6,98.5294
2026-03-09,1016,28,3,100.0
2026-03-09,1016,28,25,94.8052
2026-03-09,1016,28,24,93.2203
2026-03-09,1016,28,12,100.0
2026-03-09,1016,28,19,88.7097
2026-03-09,1016,28,10,100.0
2026-03-09,1016,28,12,100.0
2026-03-09,1016,28,24,93.2203
2026-03-09,1017,54,1,100.0
2026-03-09,1017,54,25,100.0
2026-03-09,1017,54,25,100.0
2026-03-09,1017,54,3,100.0
2026-03-09,1017,54,9,100.0
2026-03-09,1017,54,1,100.0
2026-03-09,1017,54,24,100.0
2026-03-09,1018,8,10,22.5352
2026-03-09,1018,8,21,26.8293
2026-03-09,1018,8,23,15.6863
2026-03-09,1018,8,2,36.7089
2026-03-09,1018,8,10,22.5352
2026-03-09,1018,8,12,21.875
2026-03-09,1018,8,8,15.0
2026-03-09,1018,8,2,36.7089
2026-03-09,1018,8,20,5.4545
2026-03-09,1019,61,21,63.6364
2026-03-09,1019,61,4,17.3913
2026-03-09,1019,61,22,84.2105
2026-03-09,1019,61,4,17.3913
2026-03-09,1019,61,11,19.2308
2026-03-09,1019,61,14,20.8333
2026-03-09,1019,61,20,87.5
2026-03-09,1020,79,10,100.0
2026-03-09,1020,79,18,100.0
2026-03-09,1020,79,11,100.0
2026-03-09,1020,79,6,88.2353
2026-03-09,1020,79,23,100.0
2026-03-09,1020,79,16,100.0
2026-03-09,1020,79,14,100.0
2026-03-09,1020,79,11,100.0
2026-03-09,1020,79,9,100.0
2026-03-09,1021,74,9,82.3529
2026-03-09,1021,74,24,100.0
2026-03-09,1021,74,9,82.3529
2026-03-09,1021,74,24,100.0
2026-03-09,1021,74,25,100.0
2026-03-09,1021,74,11,100.0
2026-03-09,1021,74,3,85.0
2026-03-09,1021,74,19,80.9524
2026-03-09,1021,74,25,100.0
2026-03-09,1022,10,24,97.2603
2026-03-09,1022,10,8,62.069
2026-03-09,1022,10,6,100.0
2026-03-09,1022,10,17,97.8723
2026-03-09,1022,10,3,96.7742
2026-03-09,1022,10,8,62.069
2026-03-09,1022,10,20,98.3333
2026-03-09,1022,10,18,61.1111
2026-03-09,1022,10,3,96.7742
2026-03-09,1022,10,2,69.2308
2026-03-09,1022,10,21,98.6486
2026-03-09,1023,72,12,71.4286
2026-03-09,1023,72,4,100.0
2026-03-09,1023,72,3,100.0
2026-03-09,1023,72,4,100.0
2026-03-09,1023,72,7,100.0
2026-03-09,1023,72,11,75.0
2026-03-09,1023,72,13,60.7143
2026-03-09,1023,72,7,100.0
2026-03-09,1023,72,15,95.6522
2026-03-09,1023,72,3,100.0
2026-03-09,1023,72,10,100.0
2026-03-09,1023,72,6,100.0
2026-03-09,1024,78,22,100.0
2026-03-09,1024,78,11,93.75
2026-03-09,1024,78,14,100.0
2026-03-09,1024,78,14,100.0
2026-03-09,1024,78,25,75.0
2026-03-09,1024,78,3,100.0
2026-03-09,1024,78,16,100.0
2026-03-09,1024,78,22,100.0
2026-03-09,1025,2,17,66.6667
2026-03-09,1025,2,8,89.7959
2026-03-09,1025,2,11,98.6301
2026-03-09,1025,2,5,73.5849
2026-03-09,1025,2,3,61.5385
2026-03-09,1025,2,22,71.4286
2026-03-09,1025,2,8,89.7959
2026-03-09,1025,2,4,76.6667
2026-03-09,1025,2,11,98.6301
2026-03-09,1026,39,13,100.0
2026-03-09,1026,39,16,100.0
2026-03-09,1026,39,9,100.0
2026-03-09,1026,39,5,100.0
2026-03-09,1026,39,4,100.0
2026-03-09,1026,39,24,100.0
2026-03-09,1026,39,15,25.0
2026-03-09,1027,77,24,89.4737
2026-03-09,1027,77,6,100.0
2026-03-09,1027,77,1,11.1111
2026-03-09,1027,77,1,11.1111
2026-03-09,1027,77,10,100.0
2026-03-09,1027,77,4,100.0
2026-03-09,1027,77,16,100.0
2026-03-09,1027,77,19,100.0
2026-03-09,1027,77,19,100.0
2026-03-09,1028,4,5,52.3077
2026-03-09,1028,4,20,28.7879
2026-03-09,1028,4,5,52.3077
2026-03-09,1028,4,15,16.4179
2026-03-09,1028,4,20,28.7879
2026-03-09,1028,4,25,61.0169
2026-03-09,1029,45,18,58.3333
2026-03-09,1029,45,6,62.069
2026-03-09,1029,45,19,18.75
2026-03-09,1029,45,17,53.8462
2026-03-09,1029,45,12,100.0
2026-03-09,1029,45,17,53.8462
2026-03-09,1029,45,12,100.0
2026-03-09,1029,45,9,10.0
2026-03-09,1030,71,18,100.0
2026-03-09,1030,71,20,100.0
2026-03-09,1030,71,12,100.0
2026-03-09,1030,71,24,100.0
2026-03-09,1030,71,9,100.0
2026-03-09,1030,71,2,100.0
2026-03-09,1030,71,24,100.0
2026-03-09,1030,71,2,100.0
2026-03-09,1030,71,22,100.0
2026-03-09,1030,71,10,100.0
2026-03-10,1011,84,20,100.0
2026-03-10,1011,84,4,100.0
2026-03-10,1011,84,10,100.0
2026-03-10,1011,84,12,100.0
2026-03-10,1011,84,8,100.0
2026-03-10,1011,84,15,100.0
2026-03-10,1011,84,12,100.0
2026-03-10,1011,84,19,95.0
2026-03-10,1012,10,24,97.2603
2026-03-10,1012,10,19,100.0
2026-03-10,1012,10,3,96.7742
2026-03-10,1012,10,6,100.0
2026-03-10,1012,10,6,100.0
2026-03-10,1012,10,13,63.6364
2026-03-10,1012,10,21,98.6486
2026-03-10,1012,10,24,97.2603
2026-03-10,1012,10,18,61.1111
2026-03-10,1012,10,6,100.0
2026-03-10,1013,75,19,60.8696
2026-03-10,1013,75,24,50.0
2026-03-10,1013,75,25,90.9091
2026-03-10,1013,75,22,53.3333
2026-03-10,1013,75,19,60.8696
2026-03-10,1013,75,24,50.0
2026-03-10,1013,75,19,60.8696
2026-03-10,1013,75,25,90.9091
2026-03-10,1013,75,25,90.9091
2026-03-10,1014,76,11,100.0
2026-03-10,1014,76,14,100.0
2026-03-10,1014,76,11,100.0
2026-03-10,1014,76,5,100.0
2026-03-10,1014,76,5,100.0
2026-03-10,1014,76,14,100.0
2026-03-10,1014,76,9,100.0
2026-03-10,1014,76,11,100.0
2026-03-10,1014,76,11,100.0
2026-03-10,1014,76,5,100.0
2026-03-10,1014,76,11,100.0
2026-03-10,1015,6,12,47.5
2026-03-10,1015,6,7,61.0169
2026-03-10,1015,6,13,31.25
2026-03-10,1015,6,6,35.2941
2026-03-10,1015,6,11,22.3881
2026-03-10,1015,6,7,61.0169
2026-03-10,1015,6,11,22.3881
2026-03-10,1015,6,18,5.9701
2026-03-10,1016,28,21,76.9231
2026-03-10,1016,28,3,100.0
2026-03-10,1016,28,18,87.1795
2026-03-10,1016,28,12,100.0
2026-03-10,1016,28,5,100.0
2026-03-10,1016,28,25,94.8052
2026-03-10,1016,28,15,97.1014
2026-03-10,1016,28,10,100.0
2026-03-10,1016,28,3,100.0
2026-03-10,1017,54,17,100.0
2026-03-10,1017,54,3,100.0
2026-03-10,1017,54,8,100.0
2026-03-10,1017,54,9,100.0
2026-03-10,1017,54,14,100.0
2026-03-10,1017,54,14,100.0
2026-03-10,1017,54,3,100.0
2026-03-10,1017,54,3,100.0
2026-03-10,1017,54,25,100.0
2026-03-10,1017,54,3,100.0
2026-03-10,1017,54,9,100.0
2026-03-10,1017,54,8,100.0
2026-03-10,1018,8,3,26.4706
2026-03-10,1018,8,11,10.7143
2026-03-10,1018,8,13,18.0556
2026-03-10,1018,8,5,9.2308
2026-03-10,1018,8,1,46.0
2026-03-10,1018,8,3,26.4706
2026-03-10,1018,8,18,8.6207
2026-03-10,1018,8,16,36.2069
2026-03-10,1019,61,14,20.8333
2026-03-10,1019,61,19,53.3333
2026-03-10,1019,61,8,70.0
2026-03-10,1019,61,22,84.2105
2026-03-10,1019,61,19,53.3333
2026-03-10,1019,61,21,63.6364
2026-03-10,1019,61,21,63.6364
2026-03-10,1019,61,2,38.0952
2026-03-10,1019,61,25,50.0
2026-03-10,1019,61,21,63.6364
2026-03-10,1019,61,20,87.5
2026-03-10,1020,79,23,100.0
2026-03-10,1020,79,1,100.0
2026-03-10,1020,79,23,100.0
2026-03-10,1020,79,16,100.0
2026-03-10,1020,79,4,81.8182
2026-03-10,1020,79,6,88.2353
2026-03-10,1020,79,16,100.0
2026-03-10,1020,79,14,100.0
2026-03-10,1020,79,10,100.0
2026-03-10,1020,79,22,100.0
2026-03-10,1021,74,6,82.3529
2026-03-10,1021,74,16,100.0
2026-03-10,1021,74,19,80.9524
2026-03-10,1021,74,3,85.0
2026-03-10,1021,74,25,100.0
2026-03-10,1021,74,24,100.0
2026-03-10,1021,74,6,82.3529
2026-03-10,1021,74,16,100.0
2026-03-10,1021,74,19,80.9524
2026-03-10,1022,10,23,100.0
2026-03-10,1022,10,16,87.1429
2026-03-10,1022,10,2,69.2308
2026-03-10,1022,10,1,92.6471
2026-03-10,1022,10,20,98.3333
2026-03-10,1023,72,19,80.0
2026-03-10,1023,72,12,71.4286
2026-03-10,1024,78,24,93.75
2026-03-10,1024,78,11,93.75
2026-03-10,1024,78,25,75.0
2026-03-10,1024,78,14,100.0
2026-03-10,1024,78,6,100.0
2026-03-10,1024,78,19,44.4444
2026-03-10,1024,78,3,100.0
2026-03-10,1025,2,15,83.6066
2026-03-10,1025,2,2,79.7297
2026-03-10,1025,2,20,93.8776
2026-03-10,1025,2,2,79.7297
2026-03-10,1025,2,20,93.8776
2026-03-10,1025,2,4,76.6667
2026-03-10,1025,2,22,71.4286
2026-03-10,1025,2,19,100.0
2026-03-10,1025,2,8,89.7959
2026-03-10,1026,39,4,100.0
2026-03-10,1026,39,17,100.0
2026-03-10,1026,39,22,75.0
2026-03-10,1026,39,24,100.0
2026-03-10,1026,39,12,81.8182
2026-03-10,1026,39,9,100.0
2026-03-10,1026,39,7,100.0
2026-03-10,1026,39,7,100.0
2026-03-10,1026,39,9,100.0
2026-03-10,1026,39,13,100.0
2026-03-10,1026,39,12,81.8182
2026-03-10,1026,39,21,60.0
2026-03-10,1027,77,8,80.9524
2026-03-10,1027,77,19,100.0
2026-03-10,1027,77,6,100.0
2026-03-10,1027,77,16,100.0
2026-03-10,1027,77,1,11.1111
2026-03-10,1027,77,10,100.0
2026-03-10,1027,77,19,100.0
2026-03-10,1027,77,2,72.7273
2026-03-10,1027,77,4,100.0
2026-03-10,1028,4,16,33.3333
2026-03-10,1028,4,10,18.9655
2026-03-10,1028,4,14,11.7647
2026-03-10,1028,4,13,48.5714
2026-03-10,1028,4,22,50.0
2026-03-10,1028,4,15,16.4179
2026-03-10,1028,4,22,50.0
2026-03-10,1028,4,25,61.0169
2026-03-10,1028,4,17,28.7879
2026-03-10,1028,4,13,48.5714
2026-03-10,1028,4,16,33.3333
2026-03-10,1028,4,22,50.0
2026-03-10,1028,4,10,18.9655
2026-03-10,1028,4,19,29.1667
2026-03-10,1028,4,19,29.1667
2026-03-10,1028,4,10,18.9655
2026-03-10,1028,4,23,17.5439
2026-03-10,1029,45,7,47.8261
2026-03-10,1029,45,14,42.1053
2026-03-10,1029,45,9,10.0
2026-03-10,1029,45,14,42.1053
2026-03-10,1029,45,24,28.5714
2026-03-10,1029,45,24,28.5714
2026-03-10,1029,45,11,100.0
2026-03-10,1030,71,14,100.0
2026-03-10,1030,71,16,100.0
2026-03-10,1030,71,4,100.0
2026-03-10,1030,71,16,100.0
2026-03-10,1030,71,4,100.0
2026-03-10,1030,71,16,100.0
2026-03-10,1030,71,4,100.0
2026-03-10,1031,43,18,100.0
2026-03-10,1031,43,8,100.0
2026-03-10,1031,43,21,100.0
2026-03-10,1031,43,24,100.0
2026-03-10,1031,43,15,100.0
2026-03-10,1031,43,9,100.0
2026-03-10,1032,14,4,80.597
2026-03-10,1032,14,6,68.9655
2026-03-10,1032,14,14,62.2951
2026-03-10,1032,14,1,29.0909
2026-03-10,1032,14,18,100.0
2026-03-10,1032,14,20,100.0
2026-03-10,1033,26,1,92.8571
2026-03-10,1033,26,16,100.0
2026-03-10,1033,26,17,100.0
2026-03-10,1033,26,14,100.0
2026-03-10,1033,26,11,100.0
2026-03-10,1033,26,14,100.0
2026-03-10,1033,26,8,100.0
2026-03-10,1033,26,24,100.0
2026-03-10,1033,26,9,100.0
2026-03-10,1033,26,9,100.0
2026-03-10,1034,57,16,100.0
2026-03-10,1034,57,23,100.0
2026-03-10,1034,57,18,100.0
2026-03-10,1034,57,23,100.0
2026-03-10,1035,33,23,58.3333
2026-03-10,1035,33,21,36.3636
2026-03-10,1035,33,9,10.5263
2026-03-10,1035,33,8,47.8261
2026-03-10,1035,33,15,22.7273
2026-03-10,1035,33,16,20.0
2026-03-10,1035,33,23,58.3333
2026-03-10,1035,33,16,20.0
2026-03-10,1036,26,1,92.8571
2026-03-10,1036,26,24,100.0
2026-03-10,1036,26,24,100.0
2026-03-10,1036,26,14,100.0
2026-03-10,1037,39,10,100.0
2026-03-10,1037,39,12,81.8182
2026-03-10,1037,39,24,100.0
2026-03-10,1037,39,9,100.0
2026-03-10,1037,39,18,100.0
2026-03-10,1037,39,12,81.8182
2026-03-10,1037,39,3,100.0
2026-03-10,1037,39,15,25.0
2026-03-10,1038,4,23,17.5439
2026-03-10,1038,4,16,33.3333
2026-03-10,1038,4,21,43.4783
2026-03-10,1038,4,23,17.5439
2026-03-10,1038,4,18,31.4286
2026-03-10,1038,4,12,23.8095
2026-03-10,1038,4,21,43.4783
2026-03-10,1038,4,17,28.7879
2026-03-10,1039,5,20,81.25
2026-03-10,1039,5,20,81.25
2026-03-10,1039,5,10,19.7183
2026-03-10,1039,5,16,47.6923
2026-03-10,1039,5,8,54.6875
2026-03-10,1039,5,19,53.8462
2026-03-10,1039,5,7,61.2903
2026-03-10,1040,1,20,97.9592
2026-03-10,1040,1,10,100.0
2026-03-10,1040,1,16,100.0
2026-03-10,1040,1,1,98.3333
2026-03-10,1040,1,8,100.0
2026-03-11,1021,74,25,100.0
2026-03-11,1021,74,11,100.0
2026-03-11,1021,74,19,80.9524
2026-03-11,1021,74,19,80.9524
2026-03-11,1021,74,11,100.0
2026-03-11,1021,74,24,100.0
2026-03-11,1021,74,11,100.0
2026-03-11,1022,10,9,92.2078
2026-03-11,1022,10,10,96.6667
2026-03-11,1022,10,7,100.0
2026-03-11,1022,10,4,69.0141
2026-03-11,1022,10,25,90.0
2026-03-11,1022,10,1,92.6471
2026-03-11,1022,10,20,98.3333
